"","sample_1","sample_2","sample_3","sample_4","sample_5"
"ENSG00000257657",0,0,0,0,0
"ENSG00000257658",0,0,0,0,0
"ENSG00000257660",0,0,0,0,0
"ENSG00000257663",0,0,0,1,0
"ENSG00000257666",0,0,0,0,0
"ENSG00000257668",0,0,0,0,0
"ENSG00000257671",0,0,0,0,0
"ENSG00000257674",0,2,1,0,1
"ENSG00000257675",4,0,0,0,0
"ENSG00000257681",5,3,7,4,2
"ENSG00000257683",0,0,0,0,0
"ENSG00000257691",0,0,0,0,0
"ENSG00000257696",0,9,6,0,5
"ENSG00000257698",43,25,35,23,29
"ENSG00000257702",32,42,32,35,23
"ENSG00000257703",1,0,1,0,0
"ENSG00000257704",163,137,131,72,103
"ENSG00000257711",0,0,0,0,0
"ENSG00000257715",12,4,8,9,11
"ENSG00000257718",0,0,1,3,0
"ENSG00000257725",0,0,0,0,0
"ENSG00000257727",30,37,29,30,46
"ENSG00000257731",0,1,0,0,1
"ENSG00000257732",0,0,0,0,0
"ENSG00000257735",0,0,0,0,0
"ENSG00000257738",0,0,0,0,0
"ENSG00000257740",7,8,16,6,9
"ENSG00000257741",0,0,0,0,1
"ENSG00000257742",119,131,109,84,86
"ENSG00000257743",20,82,27,18,29
"ENSG00000257746",0,1,0,0,0
"ENSG00000257747",0,0,0,0,0
"ENSG00000257748",0,1,0,0,0
"ENSG00000257752",0,2,0,0,0
"ENSG00000257754",0,0,3,0,0
"ENSG00000257756",0,0,0,0,0
"ENSG00000257758",0,0,0,0,0
"ENSG00000257759",0,0,0,0,0
"ENSG00000257761",0,0,0,0,0
"ENSG00000257762",0,0,0,0,0
"ENSG00000257763",2,1,2,0,1
"ENSG00000257769",0,1,0,0,0
"ENSG00000257771",0,0,0,0,1
"ENSG00000257773",8,12,14,10,9
"ENSG00000257779",0,0,0,0,0
"ENSG00000257781",0,0,0,0,0
"ENSG00000257790",13,11,6,11,9
"ENSG00000257794",0,0,0,0,0
"ENSG00000257800",3,3,2,0,2
"ENSG00000257802",1,3,2,1,4
"ENSG00000257803",0,0,0,0,0
"ENSG00000257808",0,0,0,0,1
"ENSG00000257809",4,1,3,0,2
"ENSG00000257813",0,0,0,0,0
"ENSG00000257815",31,26,40,30,38
"ENSG00000257817",0,1,0,0,0
"ENSG00000257818",2,1,1,0,0
"ENSG00000257820",0,0,0,0,0
"ENSG00000257824",20,47,36,30,25
"ENSG00000257825",0,0,0,0,0
"ENSG00000257826",0,0,0,0,0
"ENSG00000257829",0,0,0,2,0
"ENSG00000257831",0,2,2,1,1
"ENSG00000257835",0,0,0,0,0
"ENSG00000257838",1,0,1,0,0
"ENSG00000257842",0,0,0,0,0
"ENSG00000257846",0,0,1,0,2
"ENSG00000257847",0,0,1,1,0
"ENSG00000257848",0,1,0,0,0
"ENSG00000257851",3,6,11,4,11
"ENSG00000257852",0,0,0,0,0
"ENSG00000257859",0,0,0,0,0
"ENSG00000257860",0,0,0,0,0
"ENSG00000257863",0,0,0,0,0
"ENSG00000257864",0,4,0,1,0
"ENSG00000257870",1,0,0,0,0
"ENSG00000257872",1,0,0,0,0
"ENSG00000257875",0,0,2,0,0
"ENSG00000257877",2,4,2,3,0
"ENSG00000257878",20,30,28,12,20
"ENSG00000257880",0,0,2,0,0
"ENSG00000257883",1,0,0,0,0
"ENSG00000257884",0,0,0,0,0
"ENSG00000257885",3,0,0,0,0
"ENSG00000257886",0,0,0,0,1
"ENSG00000257893",0,0,0,0,0
"ENSG00000257896",0,0,1,0,0
"ENSG00000257900",0,0,1,0,0
"ENSG00000257904",0,0,0,0,1
"ENSG00000257905",2,0,1,1,0
"ENSG00000257906",0,1,3,0,1
"ENSG00000257907",0,0,0,0,0
"ENSG00000257910",0,0,0,0,0
"ENSG00000257913",1,1,0,4,1
"ENSG00000257918",1,0,5,2,1
"ENSG00000257923",946,1672,1346,993,1063
"ENSG00000257924",0,2,0,2,2
"ENSG00000257925",0,1,1,0,0
"ENSG00000257931",0,0,0,0,0
"ENSG00000257941",0,0,0,0,1
"ENSG00000257947",0,0,0,0,0
"ENSG00000257949",0,0,0,1,1
"ENSG00000257950",10,7,19,14,20
"ENSG00000257951",0,2,0,0,0
"ENSG00000257953",4,7,6,0,1
"ENSG00000257954",0,1,0,1,0
"ENSG00000257955",0,0,0,0,0
"ENSG00000257956",0,1,0,0,0
"ENSG00000257957",0,0,0,0,0
"ENSG00000257958",0,0,0,0,0
"ENSG00000257962",0,0,0,0,0
"ENSG00000257964",0,2,1,0,1
"ENSG00000257966",3,0,0,0,0
"ENSG00000257976",0,1,0,0,0
"ENSG00000257979",0,0,0,0,0
"ENSG00000257985",0,0,0,0,0
"ENSG00000257987",0,0,0,0,1
"ENSG00000257990",0,0,0,0,0
"ENSG00000257999",0,0,0,0,0
"ENSG00000258001",1,0,0,0,0
"ENSG00000258011",0,0,2,2,9
"ENSG00000258012",2,2,2,0,0
"ENSG00000258013",0,0,0,0,0
"ENSG00000258016",0,0,0,0,1
"ENSG00000258017",1,1,0,0,0
"ENSG00000258018",0,0,0,0,0
"ENSG00000258021",0,0,0,0,0
"ENSG00000258024",0,0,2,0,0
"ENSG00000258027",0,0,0,0,0
"ENSG00000258028",0,0,0,0,0
"ENSG00000258033",0,1,0,0,1
"ENSG00000258034",0,1,0,0,2
"ENSG00000258035",0,0,0,0,1
"ENSG00000258038",0,0,0,0,1
"ENSG00000258040",0,1,0,0,0
"ENSG00000258044",0,0,0,0,0
"ENSG00000258048",0,0,0,0,0
"ENSG00000258050",0,0,0,0,0
"ENSG00000258051",0,0,0,0,0
"ENSG00000258053",0,0,0,0,0
"ENSG00000258056",45,37,39,39,35
"ENSG00000258057",10,20,14,7,12
"ENSG00000258065",0,0,0,0,0
"ENSG00000258068",0,0,0,0,0
"ENSG00000258071",0,0,0,0,0
"ENSG00000258072",0,0,0,0,0
"ENSG00000258074",0,0,0,0,0
"ENSG00000258077",0,0,0,0,0
"ENSG00000258080",0,0,0,0,0
"ENSG00000258081",0,0,0,0,0
"ENSG00000258082",6,28,6,14,13
"ENSG00000258083",0,0,0,0,0
"ENSG00000258084",0,0,0,0,0
"ENSG00000258086",0,13,10,1,2
"ENSG00000258090",5,1,2,4,1
"ENSG00000258092",0,1,0,0,0
"ENSG00000258093",0,0,0,4,1
"ENSG00000258096",0,0,0,0,1
"ENSG00000258099",0,1,2,1,0
"ENSG00000258100",0,0,0,0,0
"ENSG00000258101",1,1,1,0,2
"ENSG00000258102",13,53,20,2,20
"ENSG00000258104",0,0,0,0,0
"ENSG00000258111",0,0,0,0,0
"ENSG00000258114",0,0,0,0,0
"ENSG00000258115",0,0,0,0,0
"ENSG00000258116",7,4,2,15,3
"ENSG00000258118",0,0,0,0,0
"ENSG00000258119",0,0,0,0,0
"ENSG00000258120",0,0,0,0,0
"ENSG00000258121",0,0,0,0,0
"ENSG00000258122",0,0,1,0,0
"ENSG00000258128",1,0,1,5,1
"ENSG00000258130",6,6,4,0,8
"ENSG00000258133",0,0,0,0,0
"ENSG00000258134",0,0,0,0,0
"ENSG00000258135",0,0,0,0,0
"ENSG00000258136",3,5,1,0,3
"ENSG00000258137",0,0,0,0,2
"ENSG00000258142",0,0,0,0,0
"ENSG00000258144",0,0,0,0,0
"ENSG00000258150",0,1,0,0,1
"ENSG00000258153",0,0,1,0,0
"ENSG00000258159",0,0,0,0,0
"ENSG00000258162",0,0,0,0,0
"ENSG00000258168",1,0,0,0,1
"ENSG00000258169",0,0,0,0,0
"ENSG00000258170",1,0,0,1,0
"ENSG00000258172",1,8,7,1,15
"ENSG00000258177",0,1,0,0,0
"ENSG00000258179",1,0,0,0,0
"ENSG00000258181",6,5,4,1,7
"ENSG00000258183",0,0,0,0,0
"ENSG00000258188",0,0,0,0,0
"ENSG00000258196",0,1,0,0,1
"ENSG00000258199",35,43,29,35,26
"ENSG00000258203",0,0,0,0,0
"ENSG00000258204",1,1,0,0,0
"ENSG00000258206",0,0,0,0,0
"ENSG00000258210",1,3,0,1,2
"ENSG00000258215",0,0,0,0,0
"ENSG00000258216",0,0,0,0,0
"ENSG00000258223",0,0,1,0,0
"ENSG00000258224",0,0,0,0,0
"ENSG00000258225",0,1,1,0,0
"ENSG00000258227",32,114,86,54,42
"ENSG00000258230",0,0,0,2,2
"ENSG00000258233",0,0,0,0,0
"ENSG00000258234",0,1,1,0,0
"ENSG00000258240",0,1,0,0,0
"ENSG00000258244",0,0,0,0,0
"ENSG00000258245",0,1,3,0,0
"ENSG00000258247",0,0,0,0,0
"ENSG00000258249",0,1,0,0,1
"ENSG00000258256",0,0,0,0,0
"ENSG00000258260",0,0,2,0,1
"ENSG00000258262",0,0,0,0,0
"ENSG00000258268",0,0,0,0,2
"ENSG00000258271",0,0,0,0,0
"ENSG00000258272",0,0,0,0,0
"ENSG00000258273",2,1,4,0,2
"ENSG00000258274",0,3,0,0,0
"ENSG00000258279",0,0,0,0,0
"ENSG00000258282",8,5,8,3,1
"ENSG00000258284",0,1,4,0,1
"ENSG00000258285",3,0,1,2,0
"ENSG00000258288",0,0,0,0,0
"ENSG00000258289",447,697,613,871,479
"ENSG00000258290",2,0,0,0,0
"ENSG00000258294",0,0,0,1,0
"ENSG00000258297",213,249,180,169,208
"ENSG00000258300",0,0,0,0,0
"ENSG00000258301",35,48,46,35,47
"ENSG00000258302",11,10,7,6,10
"ENSG00000258303",0,1,0,1,2
"ENSG00000258304",0,0,1,0,1
"ENSG00000258308",0,0,0,0,0
"ENSG00000258311",19,47,39,22,56
"ENSG00000258312",0,0,0,0,0
"ENSG00000258313",0,0,0,0,0
"ENSG00000258314",0,0,0,0,0
"ENSG00000258315",23,19,15,20,23
"ENSG00000258316",0,0,0,0,0
"ENSG00000258317",5,10,0,2,5
"ENSG00000258320",0,0,0,1,0
"ENSG00000258323",0,0,0,0,0
"ENSG00000258325",2,1,1,1,0
"ENSG00000258331",0,0,0,0,0
"ENSG00000258334",0,0,0,0,0
"ENSG00000258337",0,0,0,0,0
"ENSG00000258342",0,0,0,0,0
"ENSG00000258344",3,1,0,2,3
"ENSG00000258345",0,0,1,0,0
"ENSG00000258346",0,0,0,0,1
"ENSG00000258352",124,75,69,57,104
"ENSG00000258354",0,0,0,0,0
"ENSG00000258355",0,0,1,0,0
"ENSG00000258357",1,4,3,2,4
"ENSG00000258359",1,2,1,0,0
"ENSG00000258363",0,0,0,0,0
"ENSG00000258365",10,18,5,11,11
"ENSG00000258366",2,2,1,4,6
"ENSG00000258373",0,1,0,0,1
"ENSG00000258375",0,0,0,0,0
"ENSG00000258376",8,7,11,8,7
"ENSG00000258378",3,0,0,0,0
"ENSG00000258379",0,0,0,0,0
"ENSG00000258380",2,0,0,0,0
"ENSG00000258381",0,0,0,0,0
"ENSG00000258384",9,1,1,2,2
"ENSG00000258388",11,13,19,11,10
"ENSG00000258390",0,1,0,0,0
"ENSG00000258393",0,0,0,0,0
"ENSG00000258395",0,0,0,0,0
"ENSG00000258399",0,0,1,1,0
"ENSG00000258400",0,0,0,0,0
"ENSG00000258401",0,0,0,0,0
"ENSG00000258402",0,0,0,0,0
"ENSG00000258403",0,0,0,0,0
"ENSG00000258404",1,1,3,3,1
"ENSG00000258405",17,13,13,9,14
"ENSG00000258407",2,0,0,1,0
"ENSG00000258408",0,0,0,0,0
"ENSG00000258410",0,0,0,0,0
"ENSG00000258411",3,1,3,0,0
"ENSG00000258413",0,0,0,0,0
"ENSG00000258417",0,0,0,0,0
"ENSG00000258418",0,0,0,0,0
"ENSG00000258422",0,0,0,0,1
"ENSG00000258423",0,0,0,0,0
"ENSG00000258424",22,25,24,17,28
"ENSG00000258426",0,0,0,0,0
"ENSG00000258427",36,37,29,31,26
"ENSG00000258428",0,0,0,0,1
"ENSG00000258429",4,2,1,0,1
"ENSG00000258431",0,0,0,0,0
"ENSG00000258435",0,0,0,0,0
"ENSG00000258437",0,0,0,0,0
"ENSG00000258439",4,5,5,5,4
"ENSG00000258440",0,0,0,0,0
"ENSG00000258441",145,200,141,124,155
"ENSG00000258442",0,0,0,0,0
"ENSG00000258443",1,3,1,4,4
"ENSG00000258445",0,0,0,0,0
"ENSG00000258446",0,0,0,0,0
"ENSG00000258448",0,0,0,0,1
"ENSG00000258449",2,1,6,0,2
"ENSG00000258450",0,0,1,0,2
"ENSG00000258451",0,2,0,1,0
"ENSG00000258452",0,0,0,0,0
"ENSG00000258454",2,1,3,0,0
"ENSG00000258455",0,0,0,0,0
"ENSG00000258457",0,1,6,1,1
"ENSG00000258458",0,1,1,0,3
"ENSG00000258459",0,0,0,0,0
"ENSG00000258461",6,17,18,12,24
"ENSG00000258462",0,0,0,0,0
"ENSG00000258465",0,0,1,0,1
"ENSG00000258466",0,2,0,0,0
"ENSG00000258468",0,0,0,0,0
"ENSG00000258469",2,6,2,2,1
"ENSG00000258471",1,0,0,1,0
"ENSG00000258472",66,65,67,42,83
"ENSG00000258473",1,2,0,0,1
"ENSG00000258474",0,0,1,0,0
"ENSG00000258476",18,69,56,30,28
"ENSG00000258477",8,6,4,6,4
"ENSG00000258479",1,0,1,1,0
"ENSG00000258480",0,1,0,0,0
"ENSG00000258481",0,0,1,0,0
"ENSG00000258482",2,0,0,0,0
"ENSG00000258484",0,11,4,0,1
"ENSG00000258485",0,0,0,0,0
"ENSG00000258486",540,683,994,417,275
"ENSG00000258488",1,1,0,2,1
"ENSG00000258489",0,0,0,0,0
"ENSG00000258490",0,1,0,0,0
"ENSG00000258491",0,0,0,0,0
"ENSG00000258493",0,0,0,0,0
"ENSG00000258497",0,0,0,0,0
"ENSG00000258498",0,0,1,0,0
"ENSG00000258499",0,1,1,4,2
"ENSG00000258500",0,0,1,0,1
"ENSG00000258501",7,17,10,5,19
"ENSG00000258502",0,0,0,0,0
"ENSG00000258507",0,0,0,0,0
"ENSG00000258509",0,0,1,0,0
"ENSG00000258510",0,2,0,1,0
"ENSG00000258511",22,22,30,15,30
"ENSG00000258512",1,5,10,11,4
"ENSG00000258513",0,0,0,0,0
"ENSG00000258515",10,10,12,7,10
"ENSG00000258517",0,0,0,1,0
"ENSG00000258520",0,0,0,0,0
"ENSG00000258521",5,9,13,3,6
"ENSG00000258524",0,0,0,0,0
"ENSG00000258525",2,1,0,0,2
"ENSG00000258526",1,1,3,0,2
"ENSG00000258527",3,0,6,0,0
"ENSG00000258531",2,2,2,0,1
"ENSG00000258534",5,4,2,1,8
"ENSG00000258535",0,0,0,0,0
"ENSG00000258537",0,0,0,0,0
"ENSG00000258538",0,0,0,0,0
"ENSG00000258539",5,7,3,2,12
"ENSG00000258540",0,0,0,0,0
"ENSG00000258544",0,0,0,0,0
"ENSG00000258545",3,2,2,4,3
"ENSG00000258546",1,7,10,6,2
"ENSG00000258548",0,0,0,0,0
"ENSG00000258550",0,0,0,0,0
"ENSG00000258551",1,2,0,2,1
"ENSG00000258552",0,0,0,0,0
"ENSG00000258553",0,0,0,0,0
"ENSG00000258555",0,1,0,0,0
"ENSG00000258556",0,0,0,1,1
"ENSG00000258557",0,0,0,0,0
"ENSG00000258558",0,0,2,0,0
"ENSG00000258559",20,14,12,11,16
"ENSG00000258560",0,0,2,1,0
"ENSG00000258561",2,0,3,4,3
"ENSG00000258562",0,0,0,0,0
"ENSG00000258565",0,5,1,2,2
"ENSG00000258568",2,3,1,1,1
"ENSG00000258569",0,0,0,0,0
"ENSG00000258570",0,0,0,0,0
"ENSG00000258571",0,7,1,1,0
"ENSG00000258572",1,13,6,5,5
"ENSG00000258573",0,0,0,0,0
"ENSG00000258580",0,0,0,0,0
"ENSG00000258581",1,3,2,1,4
"ENSG00000258582",0,0,0,0,0
"ENSG00000258583",0,1,0,2,0
"ENSG00000258584",0,0,0,0,0
"ENSG00000258586",0,0,0,0,0
"ENSG00000258587",0,0,0,0,0
"ENSG00000258590",0,0,0,0,1
"ENSG00000258591",1,0,2,3,0
"ENSG00000258592",0,0,0,1,0
"ENSG00000258593",0,0,0,1,0
"ENSG00000258595",0,0,0,0,0
"ENSG00000258597",0,0,1,1,0
"ENSG00000258599",1,0,0,0,0
"ENSG00000258602",0,7,3,2,3
"ENSG00000258604",0,0,0,0,0
"ENSG00000258605",0,0,1,0,0
"ENSG00000258608",3,2,6,4,0
"ENSG00000258609",0,0,0,0,0
"ENSG00000258612",0,0,0,0,0
"ENSG00000258613",17,14,8,6,8
"ENSG00000258615",0,1,2,1,1
"ENSG00000258618",0,0,0,0,1
"ENSG00000258619",0,0,0,0,0
"ENSG00000258620",0,0,0,0,0
"ENSG00000258623",2,0,1,1,1
"ENSG00000258626",0,0,0,0,0
"ENSG00000258628",0,0,0,1,0
"ENSG00000258629",1,1,0,0,0
"ENSG00000258630",0,0,0,0,0
"ENSG00000258631",0,0,0,0,0
"ENSG00000258632",0,0,1,0,0
"ENSG00000258633",0,0,0,0,0
"ENSG00000258634",74,117,77,80,120
"ENSG00000258636",0,0,0,0,0
"ENSG00000258640",0,0,0,0,0
"ENSG00000258642",0,0,0,0,0
"ENSG00000258643",0,1,1,0,2
"ENSG00000258645",2,1,0,0,4
"ENSG00000258646",2,2,8,2,0
"ENSG00000258647",1,0,0,0,1
"ENSG00000258648",0,0,0,0,0
"ENSG00000258649",0,0,0,0,0
"ENSG00000258650",0,0,0,0,0
"ENSG00000258653",0,0,0,0,0
"ENSG00000258654",2,9,12,4,12
"ENSG00000258655",2,3,6,3,2
"ENSG00000258657",0,0,4,0,1
"ENSG00000258658",0,3,1,0,1
"ENSG00000258659",0,9,2,6,6
"ENSG00000258662",0,0,0,0,0
"ENSG00000258665",0,0,0,0,0
"ENSG00000258667",1,2,1,1,0
"ENSG00000258671",0,0,0,0,0
"ENSG00000258672",0,0,0,0,0
"ENSG00000258673",0,0,0,0,0
"ENSG00000258675",0,0,0,0,0
"ENSG00000258678",0,0,0,0,1
"ENSG00000258679",0,0,0,0,0
"ENSG00000258682",16,21,22,15,20
"ENSG00000258684",3,5,1,1,1
"ENSG00000258687",0,0,0,0,0
"ENSG00000258689",0,8,4,2,10
"ENSG00000258692",0,0,0,0,0
"ENSG00000258693",0,0,0,0,0
"ENSG00000258694",0,0,0,0,0
"ENSG00000258695",0,0,1,3,0
"ENSG00000258696",0,0,0,0,0
"ENSG00000258698",0,0,0,0,0
"ENSG00000258699",0,0,0,0,0
"ENSG00000258701",28,22,22,10,30
"ENSG00000258702",2,1,1,7,2
"ENSG00000258704",12,22,11,12,23
"ENSG00000258705",0,0,3,1,1
"ENSG00000258706",0,0,0,0,0
"ENSG00000258707",0,0,1,0,0
"ENSG00000258708",0,0,0,0,0
"ENSG00000258711",0,0,3,2,1
"ENSG00000258712",0,0,0,0,0
"ENSG00000258716",0,0,0,0,0
"ENSG00000258717",0,0,0,0,1
"ENSG00000258722",0,0,0,0,0
"ENSG00000258725",4,5,6,2,3
"ENSG00000258726",0,0,0,0,0
"ENSG00000258727",12,13,19,4,21
"ENSG00000258729",0,0,0,0,0
"ENSG00000258730",0,3,8,2,9
"ENSG00000258731",0,2,1,1,0
"ENSG00000258732",2,6,9,3,1
"ENSG00000258733",48,25,46,34,53
"ENSG00000258734",0,0,0,0,0
"ENSG00000258735",0,0,1,0,0
"ENSG00000258736",0,0,0,0,1
"ENSG00000258737",0,0,0,0,0
"ENSG00000258738",30,36,37,11,30
"ENSG00000258740",0,0,0,0,0
"ENSG00000258741",23,21,20,27,20
"ENSG00000258742",0,1,1,0,0
"ENSG00000258743",0,0,0,0,0
"ENSG00000258744",1,1,1,0,0
"ENSG00000258745",1,1,0,0,1
"ENSG00000258748",0,0,0,0,0
"ENSG00000258750",0,0,0,0,0
"ENSG00000258751",0,0,0,0,0
"ENSG00000258752",1,0,1,0,2
"ENSG00000258753",0,0,0,0,0
"ENSG00000258754",2,10,12,4,3
"ENSG00000258758",0,0,1,0,0
"ENSG00000258759",0,3,1,5,4
"ENSG00000258760",2,7,2,0,5
"ENSG00000258763",0,0,0,0,0
"ENSG00000258766",0,0,0,0,0
"ENSG00000258768",9,17,15,6,7
"ENSG00000258769",1,1,2,1,3
"ENSG00000258774",0,0,0,0,0
"ENSG00000258777",0,1,2,0,0
"ENSG00000258778",1,0,0,0,0
"ENSG00000258779",0,0,0,0,0
"ENSG00000258780",2,7,0,1,3
"ENSG00000258781",0,0,0,0,0
"ENSG00000258784",0,0,0,0,0
"ENSG00000258785",0,1,0,0,0
"ENSG00000258787",0,0,0,0,0
"ENSG00000258788",0,0,0,0,0
"ENSG00000258789",0,0,0,0,0
"ENSG00000258790",1,2,6,3,4
"ENSG00000258791",0,0,0,1,0
"ENSG00000258792",1,0,0,3,0
"ENSG00000258793",0,0,0,0,0
"ENSG00000258794",1,2,1,0,2
"ENSG00000258796",0,1,0,0,0
"ENSG00000258797",0,0,0,0,0
"ENSG00000258798",0,0,1,0,0
"ENSG00000258802",0,0,0,0,1
"ENSG00000258803",0,0,0,1,0
"ENSG00000258804",0,0,0,0,0
"ENSG00000258805",0,0,0,0,0
"ENSG00000258806",1,1,1,1,0
"ENSG00000258807",0,0,0,0,0
"ENSG00000258809",0,1,0,2,0
"ENSG00000258810",14,29,102,12,15
"ENSG00000258811",7,4,1,4,4
"ENSG00000258812",1,0,1,0,0
"ENSG00000258813",0,0,0,0,0
"ENSG00000258815",0,0,0,0,0
"ENSG00000258818",0,0,1,0,1
"ENSG00000258819",78,124,104,100,85
"ENSG00000258820",0,0,0,0,0
"ENSG00000258821",0,2,2,1,0
"ENSG00000258823",0,0,0,0,0
"ENSG00000258824",4,11,4,2,8
"ENSG00000258825",0,0,0,0,0
"ENSG00000258826",1,5,0,0,2
"ENSG00000258827",0,0,0,0,0
"ENSG00000258831",2,32,16,6,6
"ENSG00000258835",0,1,0,0,1
"ENSG00000258836",0,0,0,0,0
"ENSG00000258837",0,0,0,0,0
"ENSG00000258839",57,81,80,66,117
"ENSG00000258841",0,0,1,0,0
"ENSG00000258843",0,0,0,0,0
"ENSG00000258844",0,0,0,0,0
"ENSG00000258845",0,0,0,0,0
"ENSG00000258846",2,1,1,0,3
"ENSG00000258847",0,0,0,0,0
"ENSG00000258851",0,2,1,0,0
"ENSG00000258853",0,0,0,0,0
"ENSG00000258854",0,0,0,0,0
"ENSG00000258856",0,0,0,0,0
"ENSG00000258857",0,0,0,0,0
"ENSG00000258858",0,0,0,0,0
"ENSG00000258859",0,0,0,0,0
"ENSG00000258860",0,0,1,0,0
"ENSG00000258863",0,0,0,0,0
"ENSG00000258867",5,6,14,2,3
"ENSG00000258868",0,0,0,0,0
"ENSG00000258869",0,2,0,0,0
"ENSG00000258870",0,0,3,0,0
"ENSG00000258871",0,0,0,0,0
"ENSG00000258872",1,0,1,0,1
"ENSG00000258875",27,40,22,28,35
"ENSG00000258876",0,0,0,0,0
"ENSG00000258878",0,0,0,1,0
"ENSG00000258879",0,0,0,0,0
"ENSG00000258881",2,2,0,1,1
"ENSG00000258883",0,0,0,0,0
"ENSG00000258884",0,0,0,0,0
"ENSG00000258885",0,0,0,0,0
"ENSG00000258886",0,0,0,0,0
"ENSG00000258888",0,0,0,0,0
"ENSG00000258890",395,400,409,260,351
"ENSG00000258891",1,1,3,0,0
"ENSG00000258893",0,0,0,0,1
"ENSG00000258895",0,0,0,0,0
"ENSG00000258896",0,0,0,0,1
"ENSG00000258900",28,20,42,16,22
"ENSG00000258901",0,0,0,0,0
"ENSG00000258904",2,3,8,1,3
"ENSG00000258905",0,0,0,0,0
"ENSG00000258907",2,1,0,0,0
"ENSG00000258912",0,0,0,0,0
"ENSG00000258913",0,0,0,0,0
"ENSG00000258914",0,2,1,2,1
"ENSG00000258915",0,0,0,0,0
"ENSG00000258917",0,1,0,0,2
"ENSG00000258919",0,8,7,1,0
"ENSG00000258920",24,14,13,8,10
"ENSG00000258921",0,0,0,0,1
"ENSG00000258922",3,10,6,8,2
"ENSG00000258925",18,12,12,11,14
"ENSG00000258926",6,14,8,1,5
"ENSG00000258927",2,0,0,1,0
"ENSG00000258928",0,0,1,0,0
"ENSG00000258929",31,29,23,20,41
"ENSG00000258930",0,1,0,0,0
"ENSG00000258935",0,0,0,0,0
"ENSG00000258938",0,3,0,0,0
"ENSG00000258940",0,2,0,0,1
"ENSG00000258942",1,1,0,0,0
"ENSG00000258944",4,6,3,0,4
"ENSG00000258946",4,1,2,1,5
"ENSG00000258947",1,2,0,2,1
"ENSG00000258948",0,0,0,0,0
"ENSG00000258949",2,0,0,1,0
"ENSG00000258951",0,1,3,4,3
"ENSG00000258954",0,0,0,0,0
"ENSG00000258955",0,0,0,0,0
"ENSG00000258956",0,0,0,0,0
"ENSG00000258957",0,0,0,0,0
"ENSG00000258959",5,9,7,8,2
"ENSG00000258960",0,0,0,0,0
"ENSG00000258962",0,0,0,0,0
"ENSG00000258963",0,0,1,0,0
"ENSG00000258965",0,0,0,0,0
"ENSG00000258966",0,0,0,0,0
"ENSG00000258968",0,0,0,0,2
"ENSG00000258976",1,2,4,1,1
"ENSG00000258978",0,0,0,0,0
"ENSG00000258979",0,0,0,0,0
"ENSG00000258980",0,0,0,0,0
"ENSG00000258981",0,0,0,0,0
"ENSG00000258982",0,0,1,1,0
"ENSG00000258983",1,0,0,0,0
"ENSG00000258984",0,0,0,0,0
"ENSG00000258985",69,49,45,43,52
"ENSG00000258987",6,4,6,6,4
"ENSG00000258988",0,0,0,0,0
"ENSG00000258990",0,0,1,0,0
"ENSG00000258993",1,0,0,0,0
"ENSG00000258997",0,0,0,0,0
"ENSG00000258998",0,0,0,0,0
"ENSG00000258999",2,1,3,0,1
"ENSG00000259000",1,2,2,2,1
"ENSG00000259001",2,0,3,0,4
"ENSG00000259002",0,0,0,1,0
"ENSG00000259003",1,0,0,0,1
"ENSG00000259004",26,48,42,32,27
"ENSG00000259005",0,0,1,2,2
"ENSG00000259007",0,0,0,0,0
"ENSG00000259010",2,3,2,2,3
"ENSG00000259013",0,0,0,0,0
"ENSG00000259015",8,3,5,6,7
"ENSG00000259017",0,0,0,0,0
"ENSG00000259020",13,2,5,3,8
"ENSG00000259022",5,12,6,5,5
"ENSG00000259025",0,0,0,0,0
"ENSG00000259026",0,0,0,0,0
"ENSG00000259030",0,6,14,5,8
"ENSG00000259031",0,2,1,1,0
"ENSG00000259032",35,36,30,9,26
"ENSG00000259033",0,0,0,0,0
"ENSG00000259036",0,0,0,0,0
"ENSG00000259038",1,1,1,0,2
"ENSG00000259039",0,1,1,0,0
"ENSG00000259042",0,1,4,0,2
"ENSG00000259045",0,3,1,0,1
"ENSG00000259046",0,0,0,0,0
"ENSG00000259050",0,0,0,1,0
"ENSG00000259051",3,1,1,3,0
"ENSG00000259054",2,0,0,2,0
"ENSG00000259055",0,3,1,1,0
"ENSG00000259056",0,5,1,1,0
"ENSG00000259057",0,0,0,0,0
"ENSG00000259058",0,0,0,0,0
"ENSG00000259062",7,11,5,3,10
"ENSG00000259064",0,0,0,0,0
"ENSG00000259065",51,25,17,36,36
"ENSG00000259066",3,0,0,0,1
"ENSG00000259068",0,0,0,0,0
"ENSG00000259070",1,10,5,3,3
"ENSG00000259071",22,20,16,10,11
"ENSG00000259073",0,1,0,0,0
"ENSG00000259074",0,0,0,0,0
"ENSG00000259076",0,0,0,0,0
"ENSG00000259078",6,0,3,0,3
"ENSG00000259079",2,0,2,0,0
"ENSG00000259081",3,19,10,2,4
"ENSG00000259083",0,1,0,2,4
"ENSG00000259084",0,0,0,0,0
"ENSG00000259086",1,1,2,5,2
"ENSG00000259087",0,0,1,0,1
"ENSG00000259088",3,3,2,3,5
"ENSG00000259090",2,0,0,0,0
"ENSG00000259092",11,14,7,7,14
"ENSG00000259093",2,0,1,1,0
"ENSG00000259094",0,0,0,0,0
"ENSG00000259096",1,0,2,3,2
"ENSG00000259097",7,0,3,4,7
"ENSG00000259098",0,0,0,0,0
